wdId,itemLabel
Q772526,Necmettin
Q773050,Anizjusz
Q773057,Birger
Q773151,Modestus
Q773729,Apolinary
Q773845,Wendelin
Q773909,Q773909
Q774212,Q774212
Q774679,Q774679
Q774693,Q774693
Q775179,Szabolcs
Q775479,Aurelijus
Q776259,Aurimas
Q776726,Q776726
Q776849,Juwenalis
Q777290,Arián
Q839387,Hugh
Q840496,Blas
Q841383,Uthman
Q842365,Saba
Q846230,Tiberius
Q847566,Wolfram
Q848537,Q848537
Q848694,Q848694
Q850139,Dionysios
Q850449,Cornelis
Q850483,Bruto
Q850745,Q850745
Q851786,Bulcsú
Q852779,Valentin
Q852889,Q852889
Q853054,Q853054
Q853609,Csaba
Q853689,Peregrin
Q853724,Q853724
Q853925,Beda
Q855078,Q855078
Q855154,Böngér
Q856260,Bibi
Q867180,Q867180
Q867471,Cipriano
Q870969,Q870969
Q872065,Cserjén
Q873084,Q873084
Q874157,Csongor
Q875522,Q875522
Q879369,Bjarni
Q879394,Bjarte
Q883251,Blažen
Q887611,Boaz
Q888407,Bobbie
Q891185,Bojko
Q891317,Boleslovas
Q892113,Bonaventura
Q894064,Boros
Q894163,Borromäus
Q895211,Boureima
Q896031,Boyraz
Q898649,Branko
Q903405,Q903405
Q903504,Q903504
Q903664,Q903664
Q904028,Denton
Q904221,Q904221
Q905085,Aaron
Q905946,Corrado
Q905954,Sigmund
Q906035,Fabrice
Q906932,Damir
Q908275,Q908275
Q909102,Q909102
Q909104,Dorian
Q910998,Q910998
Q912218,Velibor
Q913073,Fred
Q913581,Yavuz
Q914872,Cor
Q916647,Ceyhun
Q917132,Cem
Q917408,Norbert
Q920209,Isaiah
Q920329,Sune
Q920373,Jukka
Q921231,Elmar
Q922088,Judas
Q922983,Gregory
Q924782,Attila
Q925631,Boguchwał
Q927099,Lieven
Q927342,Bronis
Q927366,Bronislovas
Q927403,Bronisław
Q927545,Bronius
Q929368,Alper
Q931093,Ioan
Q931425,Arquímedes
Q931618,Koloman
Q931986,Kasimir
Q933726,Roman
Q937379,Florian
Q937447,Mogens
Q937455,Recep
Q939850,Bartolomeo
Q940949,Sylas
Q941049,Jacques
Q942625,György
Q943881,Knut
Q945725,Balthazar
Q945863,Ulászló
Q946969,Kamil
Q948418,Leonard
Q949547,Naoto
Q950093,Kartal
Q953931,Erkki
Q954023,Ercole
Q954052,Indriði
Q955845,Marcjalis
Q956196,Sándor
Q958069,Nedo
Q960175,Svend
Q960303,Janez
Q962275,Soner
Q965276,Kwame
Q965991,Jimeno
Q966830,Roel
Q967816,Sergi
Q968649,Hisham
Q970810,Sverre
Q971212,Ilmari
Q973575,Sture
Q974853,Nabil
Q978756,Laimontas
Q979742,Ardalion
Q987787,Efraim
Q987902,Egon
Q988701,Elek
Q988798,Elemér
Q988989,Q988989
Q989001,Elmár
Q989320,Emil
Q989526,Q989526
Q989832,Gunder
Q989983,Chuck
Q990120,Q990120
Q990980,Q990980
Q991078,Siegward
Q991166,Q991166
Q991417,Telman
Q992209,Q992209
Q993484,Q993484
Q993669,Q993669
Q993708,Everard
Q994364,Ezechiele
Q997611,Recai
Q998338,Filip
Q998890,Q998890
Q999374,Sotirios
Q1000433,Bud
Q1001293,Filemon
Q1001403,Filomén
Q1001781,Buenaventura
Q1001948,Albin
Q1002054,Alfke
Q1003165,Fortunato
Q1008090,Q1008090
Q1009041,Geminian
Q1009821,Gerhárd
Q1009842,Gereon
Q1010138,Géza
Q1010157,Burak
Q1012166,Q1012166
Q1015001,Burghard
Q1016301,Burim
Q1016412,Burkhard
Q1017717,Busso
Q1020662,Bülent
Q1025452,Caesarius
Q1025775,Cahit
Q1025892,Caio
Q1026023,Caius
Q1027192,Calle
Q1028621,Q1028621
Q1029667,Q1029667
Q1030789,Győző
Q1030956,Gallo
Q1031425,Ambrož
Q1032470,Q1032470
Q1032966,Candid
Q1034001,Q1034001
Q1034021,Q1034021
Q1035535,Q1035535
Q1035642,Hermes
Q1035983,Q1035983
Q1036720,Q1036720
Q1037803,Q1037803
Q1039419,Jamil
Q1042460,Rajmund
Q1042612,Ákos
Q1043407,Ireneus
Q1043555,Carmelo
Q1044619,Carolus
Q1045829,Carter
Q1050754,Cathal
Q1052630,Kees
Q1053128,Abelardo
Q1053272,Cemal
Q1053325,Cemil
Q1054944,Q1054944
Q1055020,Q1055020
Q1055135,Q1055135
Q1056475,Q1056475
Q1057400,Q1057400
Q1057699,Q1057699
Q1057813,Cevat
Q1057938,Q1057938
Q1065625,Bogdan
Q1066712,Xavier
Q1068358,Chauki
Q1068487,Roland
Q1068568,Chay
Q1068584,Chaz
Q1069139,Romeo
Q1069827,Rosario
Q1070432,Cherubino
Q1072446,Chiemo
Q1073772,Baltazar
Q1076652,Leopold
Q1076681,Milan
Q1078504,Christer
Q1084384,Christoffer
Q1084472,Christopher
Q1090216,Chyavana
Q1091889,Franjo
Q1091961,Cillian
Q1093061,Ciro
Q1094558,Ciwan
Q1094886,Clamor
Q1096361,Q1096361
Q1096462,Ilya
Q1096700,Klaudiusz
Q1096743,Emerik
Q1096812,Q1096812
Q1098214,Claudiu
Q1098819,Q1098819
Q1099831,Q1099831
Q1100422,Q1100422
Q1100603,Q1100603
Q1101977,Q1101977
Q1102114,Julius
Q1102280,Q1102280
Q1102333,Japheth
Q1102612,Q1102612
Q1102635,Q1102635
Q1102915,Judah
Q1103093,Q1103093
Q1103186,Q1103186
Q1104057,Kandyd
Q1104254,Q1104254
Q1104265,Q1104265
Q1104576,Q1104576
Q1104731,Q1104731
Q1105037,Q1105037
Q1105335,Kastor
Q1105428,Q1105428
Q1106212,Q1106212
Q1106853,Q1106853
Q1106937,Q1106937
Q1107124,Q1107124
Q1107200,Q1107200
Q1107768,Kerény
Q1107934,Q1107934
Q1107982,Keve
Q1108516,Kilián
Q1110071,Colm
Q1111810,Levi
Q1112068,Reuven
Q1113134,Sora
Q1113777,Q1113777
Q1114166,Q1114166
Q1114777,Q1114777
Q1115088,Percival
Q1115726,Q1115726
Q1115887,Kolumb
Q1116844,Josto
Q1118980,Q1118980
Q1119014,Q1119014
Q1119330,Q1119330
Q1120182,Braulio
Q1122130,Q1122130
Q1122223,Q1122223
Q1122255,Kimi
Q1122777,Kál
Q1123096,Q1123096
Q1123698,Q1123698
Q1124825,John Paul
Q1124963,Q1124963
Q1125452,Elmo
Q1125672,Q1125672
Q1125688,Q1125688
Q1125977,Octavio
Q1126156,Connan
Q1127935,Q1127935
Q1128701,Lehel
Q1129397,Q1129397
Q1129540,Q1129540
Q1129594,Levente
Q1130594,Agapito
Q1130866,Lizander
Q1132073,Cord
Q1133052,Cormac
Q1133213,Cornel
Q1133668,Corneliu
Q1136134,Cosmin
Q1137810,Courtland
Q1137813,Courtlandt
Q1138718,Algirdas
Q1140179,Crispian
Q1142232,Javier
Q1143616,Cuma
Q1144067,Cuno
Q1146738,Rajko
Q1149600,Czesław
Q1149858,Pijus
Q1150993,Claudio
Q1151072,Cüneyt
Q1154452,Gianfranco
Q1156469,Daan
Q1157594,Dailis
Q1157632,Dainius
Q1157667,Daisuke
Q1157950,Dalius
Q1158154,Samir
Q1158158,Rajner
Q1158181,Hendrik
Q1158220,Yunus
Q1158222,Sauro
Q1158231,Casper
Q1158239,Herschel
Q1158269,Jesus
Q1158289,Troy
Q1158298,Hilmar
Q1158306,Rami
Q1158394,Jonathan
Q1158457,Hamid
Q1158477,Henry
Q1158484,Quentin
Q1158489,Kurt
Q1158511,Jesper
Q1158531,Damion
Q1158541,Hayden
Q1158570,Hermann
Q1158596,Fritz
Q1158683,Lovro
Q1158848,Maurizio
Q1158906,Giovanni
Q1158973,Matt
Q1158980,Paris
Q1159009,Jack
Q1159023,Guy
Q1159033,Keith
Q1160233,Ladislav
Q1161744,Q1161744
Q1161763,Q1161763
Q1164015,Makarios
Q1164160,Danius
Q1164720,Q1164720
Q1164903,Q1164903
Q1165126,Theodor
Q1165747,Dardan
Q1166014,Dariusz
Q1166277,Q1166277
Q1166608,Darren
Q1166833,Darvydas
Q1166840,François
Q1166973,Daryl
Q1167060,Hubertus
Q1167150,Mauro
Q1170740,Alperen
Q1171311,Titus
Q1171555,Owain
Q1172363,Juda
Q1173883,Aidan
Q1174712,Theodosius
Q1174817,Elvis
Q1175714,Q1175714
Q1176065,Q1176065
Q1177845,Davinder
Q1178344,Hisahito
Q1178352,Davut
Q1178475,Dawda
Q1178590,Dawit
Q1182050,Declan
Q1182214,Dedo
Q1182436,Deepak
Q1183462,Dejan
Q1184000,Delbert
Q1185666,Demircan
Q1187221,Denis
Q1200194,Derk
Q1200261,Dermot
Q1200323,Derrick
Q1201205,Detlef
Q1207216,Dexter
Q1208189,Cléber
Q1208363,Mattis
Q1215702,Randy
Q1216337,Q1216337
Q1217994,Nikander
Q1218058,Q1218058
Q1218127,Q1218127
Q1218194,Nimród
Q1218372,Noa
Q1219818,Q1219818
Q1220340,Nárcisz
Q1221374,Neron
Q1221377,Q1221377
Q1289945,Q1289945
Q1290345,Uğur
Q1290839,Hermanus
Q1291068,Torin
Q1291401,Edvardas
Q1291430,Edvinas
Q1291923,Jaak
Q1292514,Genann
Q1292582,Surd
Q1292688,Remigijus
Q1293119,Fatih
Q1294400,Q1294400
Q1294441,Q1294441
Q1294464,Oreste
Q1294670,Stanislav
Q1295077,Q1295077
Q1295174,Edzard
Q1295217,Fidelio
Q1295294,Q1295294
Q1295465,Eero
Q1295709,Q1295709
Q1295730,Q1295730
Q1295762,Efe
Q1295886,Q1295886
Q1295976,Léonce
Q1297491,Simonas
Q1297743,Gero
Q1297808,Egidijus
Q1297998,Eginhard
Q1298609,Szilárd
Q1298998,Rhoikos
Q1299833,Q1299833
Q1299836,Ehregott
Q1300122,Q1300122
Q1300642,Sébastien
Q1300952,Ehsan
Q1300961,Augustine
Q1302665,Eido
Q1303231,Lauri
Q1303342,Germain
Q1303426,Syriusz
Q1303610,Szókratész
Q1303699,Q1303699
Q1304070,Eilfried
Q1304077,Eilhard
Q1305584,Kamal
Q1305796,Eina
Q1305819,Einar
Q1308439,Eino
Q1310869,Guilherme
Q1310965,Helfried
Q1311598,Goffredo
Q1311751,Gigi
Q1312593,Vadim
Q1313092,Hakkı
Q1313873,Laurynas
Q1315336,Q1315336
Q1315397,Sigurd
Q1315883,Tacito
Q1316087,Q1316087
Q1316282,Q1316282
Q1316314,Q1316314
Q1316836,Q1316836
Q1316849,Q1316849
Q1316909,Tarján
Q1317080,Q1317080
Q1317082,Tarsycjusz
Q1317086,Tas
Q1317523,Q1317523
Q1320300,Onar
Q1321129,Eitel Friedrich
Q1321443,Tyrs
Q1321489,Ib
Q1321527,Eivydas
Q1321805,Titán
Q1321822,Q1321822
Q1322389,Q1322389
Q1322649,Q1322649
Q1322970,Q1322970
Q1322983,Q1322983
Q1323081,Q1323081
Q1323466,Q1323466
Q1323496,Ekrem
Q1325549,Q1325549
Q1326129,Thaddeus
Q1326150,Q1326150
Q1327580,Q1327580
Q1327714,Q1327714
Q1328939,Elian
Q1329318,Eligijus
Q1329662,Percy
Q1332974,Espen
Q1334234,Elvir
Q1334468,Elçi
Q1335681,Emicho
Q1338595,Emmeram
Q1338717,Emmett
Q1339502,Emrah
Q1339605,Emrullah
Q1342128,Engelmar
Q778468,Arsenio
Q778658,Aurel
Q778724,Aser
Q779224,Rajiv
Q779666,Asterio
Q780464,Q780464
Q781212,Q781212
Q781477,Deiniol
Q782509,Bjarne
Q783041,Aksel
Q783555,Gergely
Q785817,Filibert
Q786478,Luboš
Q788403,Q788403
Q788756,Q788756
Q788872,Q788872
Q789099,Q789099
Q789130,Balabán
Q789161,Balassa
Q789496,Q789496
Q789799,Balár
Q790185,Q790185
Q790540,Q790540
Q790645,Avery
Q790803,Q790803
Q791172,Aviv
Q791459,Q791459
Q791660,Beatus
Q791720,Awgust
Q791838,Q791838
Q792161,Q792161
Q792438,Belisario
Q792440,Q792440
Q792639,Bence
Q792972,Aykut
Q793192,Q793192
Q793238,Bere
Q793239,Q793239
Q793492,Q793492
Q793802,Bertram
Q793905,Q793905
Q794165,Beten
Q794793,Aşkın
Q798566,Tauno
Q798850,Badea
Q804420,Baki
Q804839,Baldur
Q805855,Balys
Q807087,Baptist
Q808475,Barney
Q808496,Barnim
Q808995,Barry
Q809301,Bartholemew
Q809524,Bartolommeo
Q809708,Barış
Q810611,Bastian
Q811045,Batuhan
Q812547,Baykal
Q812643,Baz
Q812747,Başel
Q815022,Bekir
Q816407,Ben
Q817030,Benediktas
Q817086,Benedykt
Q817199,Bengt
Q817760,Benjaminas
Q818081,Beno
Q818202,Bent
Q818628,Beppo
Q819028,Berengar
Q820787,Berkan
Q820810,Berkay
Q823205,Bernd
Q826686,Bernold
Q827311,Philip
Q827600,Bertel
Q827835,Berthold
Q829865,Besim
Q830350,Ivan
Q830839,Szervác
Q831069,Elisha
Q831120,Tiziano
Q831135,Pantaleon
Q831267,Budimír
Q831629,Vuk
Q831814,Emilian
Q832835,Q832835
Q833056,Cecyliusz
Q833463,Bohumil
Q833541,Q833541
Q833690,Q833690
Q833702,Q833702
Q833715,Q833715
Q833719,Veli
Q833882,Aimé
Q834072,Bolivár
Q834399,Q834399
Q835358,Q835358
Q836573,Oelfke
Q838800,Gizur
Q1342460,Vaclovas
Q1343407,Enno
Q1343473,Eno
Q1343668,Enric
Q1346073,Enzo
Q1346825,Haukur
Q1347875,Jurjen
Q1349091,Erden
Q1349165,Takis
Q1352510,Yassine
Q1352593,Mladen
Q1354327,Thees
Q1354549,Erikas
Q1355252,Erland
Q1355877,Ermenegildo
Q1355923,Ermin
Q1356263,Fuat
Q1356432,Rabah
Q1356599,Ernestas
Q1360632,Kārlis
Q1362214,Ismail
Q1366635,Esad
Q1367830,Klemen
Q1368474,Hiranyakashipu
Q1368505,Essad
Q1369299,Rasso
Q1369663,Tim
Q1369927,András
Q1370812,Estêvão
Q1371172,Ethem
Q1371520,Mihai
Q1372055,Euan
Q1373256,Eugenijus
Q1373627,Eurysthenes
Q1374071,Euphiletos
Q1378020,Fathi
Q1379604,Evaldas
Q1381451,Evangelos
Q1382077,Everistas
Q1382637,Evren
Q1382654,Evrim
Q1385122,Cedric
Q1385925,Eyvind
Q1389324,Seiji
Q1389425,Kōsuke
Q1389436,Keijirō
Q1389565,Noriaki
Q1389665,Kenjirō
Q1391339,Rimvydas
Q1392849,Slavko
Q1398198,Fatmir
Q1398214,Fatos
Q1399196,Fazıl
Q1399480,Ugron
Q1399644,Q1399644
Q1399875,Dantes
Q1400097,Uriah
Q1400113,Uroš
Q1400282,Ueli
Q1400322,Q1400322
Q1401044,Q1401044
Q1401315,Fehmi
Q1402076,Feissa
Q1402476,Q1402476
Q1402949,Vitalianus
Q1403051,Ratko
Q1403135,Feliksas
Q1403242,Tróndur
Q1404941,Feodor
Q1406435,Fermín
Q1406472,Fernand
Q1407764,Montgomery
Q1407893,Ferris
Q1408019,Yngve
Q1408238,Kamran
Q1408454,Tilmann
Q1409129,Fethullah
Q1409477,Mečislovas
Q1411251,Halef
Q1411760,Fiete
Q1413630,Filipe
Q1414185,Konuk
Q1414758,Valerijonas
Q1414770,Dario
Q1416965,Pelagiusz
Q1417633,Tae-won
Q1417705,Nestor
Q1419176,Firminus
Q1419326,Herward
Q1420110,Frode
Q1420922,Fisnik
Q1422239,Fyodor
Q1422509,Shinji
Q1422752,Kolat
Q1423817,Wayne
Q1424569,Q1424569
Q1426180,Rytis
Q1426982,Silas
Q1427035,Flamur
Q1427997,Flemming
Q1583195,Prakash
Q1583848,Hansjörg
Q1584196,Torgeir
Q1586063,Morten
Q1586107,Harri
Q1586302,Harro
Q1587266,Hartmann
Q1587364,Hartmut
Q1589288,Hauke
Q1589511,Taddeo
Q1590430,Avtandil
Q1591999,Hayri
Q1593675,Taşkın
Q1594619,Heikki
Q1594639,Heiko
Q1595827,Heimo
Q1595913,Hein
Q1596012,Tin
Q1596067,Tillmann
Q1596198,Theophil
Q1596230,Heini
Q1597038,Jokūbas
Q1601407,Heitor (desambiguação)
Q1601694,Kalle
Q1601873,Romualdas
Q1602218,Václav
Q1602361,Helge
Q1603195,Helmer
Q1604909,Henads
Q1605227,Henk
Q1605531,Dirk
Q1605538,Hruodger
Q1605665,Henri
Q1606332,Henrikas
Q1606369,Henrique
Q1607267,Memduh
Q1608176,Kustaa
Q1609391,Herbie
Q1609814,Herfried
Q1611336,Numerius
Q1613788,Q1613788
Q1613830,Heron
Q1618266,Anselm
Q1618300,Hildebrando
Q1618636,Hilko
Q1618694,Hillebrand
Q1619450,Hinrich
Q1619766,Till
Q1620239,Hiroki
Q1620274,Hiroshi
Q1620649,Hicham
Q1621202,Klemensas
Q1623297,Milovan
Q1624251,Mihkel
Q1624466,Holger
Q1626264,Sachso
Q1627326,Aldhelm
Q1627330,Honza
Q1628007,Horațiu
Q1628776,Pim
Q1629112,Valierius
Q1630186,Valerijus
Q1632161,Hozan
Q1632858,Raymund
Q1632913,Marnix
Q1633420,Martynas
Q1635977,Kunio
Q1637225,Humphrey
Q1639362,Huub
Q1639543,Janoah
Q1642720,Håvard
Q1643611,Jelto
Q1643997,Renzo
Q1646751,Roald
Q1646961,Petras
Q1647108,Wazzo
Q1647755,Olle
Q1649079,Tatsuo
Q1649964,Thoralf
Q1651892,Hörður
Q1652465,Hüseyin
Q1652488,Ken'ichi
Q1652518,Hüsnü
Q1654020,Witalij
Q1655354,Iain
Q1656318,Reinoldijus
Q1657196,Ignacas
Q1657313,Ignas
Q1657919,Ihor
Q1658171,Ikshvaku
Q1658221,Rimgaudas
Q1658339,Ildar
Q1658468,Ramūnas
Q1659703,Imantas
Q1659707,Imants
Q1660056,Alican
Q1660877,Varol
Q1661829,Q1661829
Q1662371,Ilija
Q1662483,Valeriu
Q1221546,Q1221546
Q1223238,Odisszeusz
Q1223327,Dietmar
Q1223383,Q1223383
