wdId,itemLabel
Q832242,Betsy
Q833345,Sara
Q833351,Q833351
Q833532,Bogárka
Q833839,Q833839
Q834473,Bonita
Q834702,Q834702
Q835275,Borostyán
Q837124,Silvia
Q837521,Amina
Q837839,Esther
Q838315,Siril
Q838790,Angelica
Q842544,Magdalena
Q843838,Polina
Q846741,Marta
Q847179,Paula
Q847961,Q847961
Q848170,Q848170
Q848549,Frida
Q848705,Bozsóka
Q853450,Q853450
Q853983,Q853983
Q854202,Oriana
Q854464,Serena
Q854609,Q854609
Q854739,Jolana
Q854748,Timea
Q854961,Q854961
Q855830,Romana
Q857583,Lorena
Q857854,Hulda
Q858305,Eliza
Q858406,Gema
Q859234,Cecilia
Q859302,Celerina
Q861860,Biljana
Q865198,Birgit
Q865823,Biróg
Q865885,Birte
Q865924,Birutė
Q867339,Q867339
Q867420,Q867420
Q867458,Zipporah
Q867462,Q867462
Q871499,Q871499
Q871744,Cseperke
Q871746,Q871746
Q873138,Q873138
Q873617,Q873617
Q873831,Csobilla
Q881391,Blanche
Q883256,Blaženka
Q884841,Blodeuwedd
Q889848,Bodil
Q890610,Bogna
Q893357,Borbora
Q897224,Florianna
Q898640,Branka
Q898936,Branwen
Q900312,Celia
Q901293,Dalia
Q901334,Dalma
Q901374,Q901374
Q903547,Q903547
Q903741,Ingrid
Q904455,Lydia
Q904662,Q904662
Q1004661,Q1004661
Q1006637,Q1006637
Q1006747,Füzike
Q1007221,Gabriella
Q1007409,Gajána
Q1007457,Q1007457
Q1007535,Galatea
Q1009025,Q1009025
Q1009255,Genevieve
Q1009550,Jiřina
Q1009647,Gerda
Q1009854,Q1009854
Q1010464,Gilberta
Q1010472,Gilda
Q1010781,Q1010781
Q1011007,Glenda
Q1011034,Gliceria
Q1012152,Gordana
Q1019008,Bärbel
Q1021892,Bushra
Q1027325,Callista
Q1027806,Graciána
Q1028468,Camelia
Q1029057,Gwendolen
Q1029675,Q1029675
Q1030020,Shanice
Q1030036,Q1030036
Q1030275,Gyöngyvirág
Q1032755,Q1032755
Q1032760,Canan
Q1032957,Candice
Q1033501,Q1033501
Q1033653,Cansu
Q1034043,Q1034043
Q1034508,Q1034508
Q1035107,Helga
Q1035165,Helma
Q1035239,Helena
Q1035258,Cara
Q1035316,Henni
Q1035612,Hermia
Q1036095,Jacinta
Q1036249,Hieronima
Q1036462,Q1036462
Q1036719,Q1036719
Q1037462,Holda
Q1043303,Zora
Q1043415,Clementine
Q1043457,Rosalie
Q1043619,Carmen
Q1043849,Kleopatra
Q1043866,Cassandra
Q1050684,Caterina
Q1051881,Ilona
Q1053343,Cemile
Q1054937,Q1054937
Q1055727,Q1055727
Q1056162,Huberta
Q1056895,Agar
Q1057413,Q1057413
Q1057724,Cethlenn
Q1057790,Q1057790
Q1060065,Thaïs
Q1061262,Ruby
Q1064920,Melanie
Q1066178,Aurora
Q1067002,Dália
Q1067071,Charlotta
Q1068231,Marcella
Q1068242,Valerie
Q1069065,Chelidonis
Q1069106,Chelsea
Q1069827,Rosario
Q1070506,Cheryl
Q1072980,Albina
Q1074232,Ottilie
Q1077181,Elsa
Q1083457,Christina
Q1087262,Ursula
Q1094218,Rita
Q1094239,Belinda
Q1094751,Claire
Q1095609,Ibolya
Q1095939,Ifigénia
Q1096053,Daniela
Q1096368,Ilka
Q1096380,Q1096380
Q1096462,Ilya
Q1096540,Q1096540
Q1096551,Beatrix
Q1096615,Imelda
Q1096630,Q1096630
Q1097066,Xenia
Q1097202,Q1097202
Q1097621,Angelina
Q1097868,Iringó
Q1098116,Ariadna
Q1098457,Itala
Q1098698,Q1098698
Q1098842,Isaura
Q904679,Q904679
Q905381,Q905381
Q905581,Dina
Q907969,Q907969
Q908318,Q908318
Q909097,Q909097
Q909253,Dorothea
Q911015,Dulcinea
Q911783,Dusánka
Q912615,Daria
Q913291,Briana
Q913810,Bridget
Q914829,Emilía
Q917420,Bringfriede
Q918013,Brita
Q919943,Désirée
Q920566,Britt
Q921479,Muriel
Q922876,Sidonia
Q923005,Miroslava
Q924589,Eudoxia
Q925678,Anita
Q928986,Keiko
Q930509,Scáthach
Q933780,Donata
Q935489,Rachel
Q935522,Maya
Q935759,Perpetua
Q936646,Tamara
Q937579,Siobhán
Q942255,Theobalda
Q942757,Lukrécia
Q942786,Chiara
Q944767,Cynthia
Q949355,Mabel
Q950780,Florence
Q950916,Kalista
Q951694,Vanessa
Q952854,Teona
Q956487,My
Q957188,Irmtraud
Q957488,Leandra
Q957630,Coralie
Q962602,Eugenia
Q963181,Ignacja
Q964064,Dobromiła
Q964882,Floryna
Q971245,Kira
Q971710,Helene
Q972710,Edonjeta
Q972978,Fiamma
Q975039,Tuja
Q976782,Theodolinde
Q986813,Q986813
Q987115,Dora
Q987628,Q987628
Q987673,Edith
Q987680,Edmunda
Q987726,Edvarda
Q987733,Edvina
Q988818,Eleanor
Q988912,Ella
Q988968,Ellina
Q989291,Emeryka
Q989292,Emeryta
Q989344,Emiliana
Q989578,Q989578
Q989778,Enna
Q990027,Q990027
Q990050,Q990050
Q990090,Q990090
Q990834,Ermelinda
Q991038,Ervina
Q991144,Q991144
Q991275,Tessa
Q991588,Q991588
Q991892,Q991892
Q992341,Euphemia
Q992713,Q992713
Q993499,Eutímia
Q993506,Q993506
Q993860,Q993860
Q994011,Q994011
Q994140,Dimitra
Q994749,Wórša
Q995385,Fabiana
Q995411,Ophelia
Q995484,Q995484
Q996724,Q996724
Q1000387,Ferdinanda
Q1001220,Fidélia
Q1001270,Filadelfia
Q1001346,Q1001346
Q1001625,Fiorella
Q1001630,Fioretta
Q1001888,Q1001888
Q1003154,Q1003154
Q1003466,Franziska
Q1003897,Friderika
Q1004592,Q1004592
Q679755,Constance
Q682121,Desideria
Q684595,Alvina
Q686299,Bertolda
Q686679,Armgard
Q687322,Amaranta
Q687531,Amarilla
Q687536,Alberta
Q689283,Q689283
Q692453,Lia
Q694739,Q694739
Q695525,Amira
Q696933,Amrita
Q697739,Amábel
Q697810,Amáta
Q697814,Q697814
Q713703,Ildikó
Q713735,Aranka
Q713759,Selma
Q714883,Delila
Q714893,Enid
Q714895,Celestyna
Q714907,Arabella
Q714938,Cora
Q715080,Evangelina
Q717667,Philomena
Q720767,Bé Chuille
Q734292,Beatrice
Q734575,Gloria
Q734578,Mary
Q736292,Gülcan
Q737848,Berenice
Q737989,Anabela
Q740790,Petra
Q742537,Raminta
Q743091,Zina
Q743658,Nikodema
Q744012,Estelle
Q744047,Atanazja
Q744304,Assol
Q745888,Zdenka
Q746517,Grażyna
Q746548,Edna
Q748433,Matrona
Q751549,Corinna
Q753493,Atarah
Q754299,Q754299
Q759038,Audronė
Q759044,Audrun
Q760287,Ancilla
Q760453,Andelina
Q761570,Jade
Q768241,Augustina
Q768600,Q768600
Q769154,Anelma
Q770100,Erin
Q770236,Anikó
Q770333,Q770333
Q770516,Zoltána
Q771157,Annamária
Q771209,Aukje
Q771264,Q771264
Q771274,Auksutė
Q771278,Auksė
Q771299,Alexia
Q772156,Q772156
Q772249,Q772249
Q773037,Anzelma
Q773045,Anizja
Q773725,Apolka
Q773765,Stella
Q773931,Q773931
Q774002,Q774002
Q775244,Aurélie
Q775464,Aurelija
Q776529,Michaela
Q777226,Q777226
Q777559,Armida
Q778072,Q778072
Q778441,Arzénia
Q779035,Asszunta
Q779497,Aspazja
Q779729,Q779729
Q779971,Q779971
Q780515,Karméla
Q780952,Atália
Q780955,Q780955
Q781387,Anastasia
Q781445,Aurea
Q782728,Q782728
Q783677,Henrietta
Q783934,Miranda
Q784005,Austėja
Q785391,Lorelei
Q786005,Wanda
Q786865,Q786865
Q786923,Charlene
Q786989,Edita
Q787863,Babette
Q788480,Ayla
Q1294401,Q1294401
Q1294465,Szamanta
Q1295158,Edyta
Q1295315,Q1295315
Q1295453,Q1295453
Q1295943,Semiramis
Q1296041,Q1296041
Q1296070,Q1296070
Q1296071,Q1296071
Q1296163,Ibtisam
Q1297801,Egidija
Q1297883,Seweryna
Q1298191,Eglė
Q1298623,Q1298623
Q1298963,Q1298963
Q1298981,Q1298981
Q1299017,Q1299017
Q1299090,Q1299090
Q1299172,Szkilla
Q1299574,Sofronia
Q1299718,Q1299718
Q1300048,Q1300048
Q1300897,Svetlana
Q1303282,Q1303282
Q1303942,Eileen
Q1304867,Marissa
Q1312620,Quirine
Q1314360,Oda
Q1315204,Rosalinda
Q1317072,Q1317072
Q1317239,Tatiana
Q1317324,Q1317324
Q1317533,Q1317533
Q1317613,Tekla
Q1317649,Petrissa
Q1318189,Teodolinda
Q1318213,Teofila
Q1318285,Jowanka
Q1321021,Tikva
Q1321307,Eithne
Q1321441,Thirza
Q1321807,Q1321807
Q1321887,Uschi
Q1322572,Q1322572
Q1325046,Tulia
Q1326024,Tabita
Q1326305,Solana
Q1326709,Q1326709
Q1326793,Q1326793
Q1326860,Q1326860
Q1328791,Eli
Q1329441,Q1329441
Q1329501,Elín
Q1329525,Elina
Q1330670,Elise
Q1331191,Eithne
Q1333524,Paraskeva
Q1334333,Elvyra
Q1334508,Elżbieta
Q1335326,Emélie
Q1337367,Emilija
Q1337676,Emina
Q1337815,Emire
Q1338465,Emmanuelle
Q1339211,Remalda
Q1340320,Endellion
Q1340593,Nafisa
Q1342702,Núria
Q1348036,Pınar
Q1349357,Erdmute
Q1351783,Erica
Q1356610,Ernesta
Q1360269,Liese
Q1365692,Katrin
Q1366359,Eréndira
Q1367922,Esmeralda
Q1370330,Augusta
Q1370975,Etel
Q1370982,Etela
Q1371706,Etta
Q1372649,Gunda
Q1373955,Eun-ju
Q1374154,Euphrasina
Q1381659,Evelina
Q1382654,Evrim
Q1382675,Evîn
Q1389331,Renuka
Q1390100,Ursina
Q1390292,Ragnhild
Q1390433,Fabienne
Q1393299,Indre
Q1393316,Tove
Q1393620,Fajola
Q1393734,Laimutė
Q1395016,Inka
Q1395838,Fanta
Q1398240,Fatoş
Q1400057,Q1400057
Q1400180,Q1400180
Q1400795,Q1400795
Q1498004,Gefjun
Q1498039,Romilda
Q1502100,Frederica
Q1502517,Genovaitė
Q1503093,Geofreda
Q1508902,Nina
Q1509506,Rabea
Q1509566,Brittany
Q1509569,Electra
Q1510048,Geraldine
Q1511080,Malina
Q1512283,Rauthgundis
Q1512975,Gerhild
Q1512982,Gerhauß
Q1514073,Germana
Q1516944,Trine
Q1517714,Heilgard
Q1518451,Mahsa
Q1519228,Gesine
Q1520457,Vesna
Q1524558,Gillian
Q1524975,Monique
Q1525067,Ginny
Q1525178,Gintarė
Q1526924,Oranna
Q1528582,Mara
Q1530337,Aleida
Q1530994,Vincė
Q1533508,Solveig
Q1536050,Nemain
Q1536266,Goleuddydd
Q1540868,Oona
Q1541047,Grace
Q1541633,Hiordis
Q1541998,Jonatha
Q1542703,Svenja
Q1544014,Alla
Q1546039,Grethe
Q1547080,Grit
Q1551254,Gráinne
Q1551339,Jolene
Q1553074,Gudrun
Q1553167,Gudula
Q1553223,Bibiana
Q1554377,Hannah
Q1554573,Gundela
Q1554579,Gundelinde
Q1554617,Gundi
Q1557859,Gwenllian
Q1557978,Gyburg
Q1559603,Dana
Q1560152,Gülten
Q1561092,Richmunda
Q1561114,Kathy
Q1563889,Aleferna
Q1565101,Jěwa
Q1565914,Rima
Q1566153,Marit
Q1567476,Hadia
Q1567480,Hadiatou
Q1568006,Inga
Q1570086,Marlies
Q1573845,Tryphaina
Q1574198,Hanako
Q1574589,Tamika
Q1574747,Sabrina
Q1575808,Hanne
Q1576232,Märta
Q1586600,Georgina
Q1587821,Marguerite
Q1588186,Lisa
Q1588917,Hatice
Q1589022,Hattie
Q1592143,Hańža
Q1593204,Hede
Q1594087,Heidemarie
Q1594498,Heike
Q1602461,Heliane
Q1602616,Hella
Q1604479,Walli
Q1607500,Leila
Q1608693,Sinja
Q1609557,Toshiko
Q1611595,Tara
Q1613230,Nessa
Q1613629,Ruxandra
Q1616308,Hetty
Q1617357,Lucie
Q1618068,Hila
Q1621145,Hitlerike
Q1625970,Maggie
Q1631199,Mieze
Q1633400,Marita
Q1633534,Hubertine
Q1633889,Mariama
Q1640276,Rosa
Q1641745,Käte
Q1642324,Vida
Q1642374,Lana
Q1644235,Sayali
Q1400798,Fedora
Q1401154,Q1401154
Q1402400,Q1402400
Q1402673,Marlene
Q1403590,Liv
Q1404534,Femke
Q1404755,Fenna
Q1404764,Fennedine
Q1404956,Feodora
Q1406199,Fereshteh
Q1406296,Sinaida
Q1406445,Fern
Q1406557,Fernanda
Q1407487,Shabnam
Q1410422,Thordis
Q1410836,Sieglinde
Q1413006,Margret
Q1414104,Filiz
Q1414229,Märtha
Q1415400,Larissa
Q1415472,Moira
Q1416067,Manja
Q1417332,Finja
Q1418019,Fotini
Q1418855,Natasha
Q1419523,Nilofar
Q1420973,Q1420973
Q1423455,Ottilia
Q1425710,Q1425710
Q1425847,Q1425847
Q1425885,Q1425885
Q1425946,Via
Q1427016,Linnea
Q1428115,Alena
Q1428366,Flidais
Q1428410,Rosemary
Q1429456,Florentine
Q1430529,Sigune
Q1433876,Rajana
Q1440465,Sanna
Q1440549,Karline
Q1440778,Frances
Q1443021,Isatou
Q1444535,Franka
Q1445457,Millicent
Q1450084,Jaroslava
Q1451334,Siham
Q1451934,Frauke
Q1453212,Virginija
Q1453312,Hemma
Q1453788,Freia
Q1454272,Violet
Q1458328,Danica
Q1459454,Wiktoryna
Q1459789,Q1459789
Q1460121,Wirgilia
Q1460434,Witolda
Q1460494,Witalia
Q1462556,Q1462556
Q1462588,Q1462588
Q1462820,Q1462820
Q1464843,Frigga
Q1464882,Marcia
Q1465850,Xaveria
Q1466554,Zala
Q1466680,Q1466680
Q1467019,Zelmira
Q1467119,Q1467119
Q1467131,Q1467131
Q1467203,Zenobia
Q1468248,Q1468248
Q1468319,Q1468319
Q1468781,Q1468781
Q1468986,Zöldike
Q1469208,Fritzi
Q1469309,Q1469309
Q1469538,Q1469538
Q1469965,Q1469965
Q1470043,Q1470043
Q1470134,Q1470134
Q1470635,Nicoletta
Q1470677,Q1470677
Q1472607,Masha
Q1473073,Q1473073
Q1473637,Q1473637
Q1473648,Q1473648
Q1473690,Gretel
Q1474819,Sandra
Q1479165,Milka
Q1479516,Mareke
Q1482037,Lupita
Q1482953,Svende
Q1487576,Teresė
Q1488403,Gabi
Q1489904,Piroska
Q1493311,Gamze
Q1494167,Saar
Q1494956,Heidelinde
Q1495229,Lais
Q1495413,Emilia
Q1212094,Q1212094
Q1212579,Q1212579
Q1212740,Medea
Q1213157,Q1213157
Q1213370,Q1213370
Q1215544,Q1215544
Q1215914,Q1215914
Q1216091,Nedda
Q1217088,Nerina
Q1217606,Eline
Q1218129,Niké
Q1218159,Nilla
Q1218183,Q1218183
Q1218247,Q1218247
Q1218415,Q1218415
Q1218510,Norberta
Q1218989,Noemi
Q1219276,Q1219276
Q1220348,Q1220348
Q1220787,Diemut
Q1221541,Q1221541
Q1221747,Karen
Q1223240,Diethild
Q1223293,Dietlind
Q1223306,Dietlinde
Q1223336,Ofélia
Q1223558,Andreia
Q1224125,Olimpia
Q1224941,Q1224941
Q1225265,Q1225265
Q1225394,Q1225394
Q1226391,Q1226391
Q1228776,Pamina
Q1228971,Pandora
Q1230336,Ditte
Q1231005,Sachiko
Q1231089,Patricia
Q1232274,Pelágia
Q1232599,Q1232599
Q1232658,Perenna
Q1234292,Petunia
Q1234419,Peónia
Q1235431,Sigita
Q1235797,Dolly
Q1236289,Q1236289
Q1236982,Placida
Q1237163,Q1237163
Q1238351,Allegra
Q1238592,Q1238592
Q1238912,Q1238912
Q1239193,Q1239193
Q1239704,Sema
Q1240523,Donalda
Q1240838,Prudencia
Q1242177,Palma
Q1242905,Penelope
Q1244936,Françoise
Q1246063,Doro
Q1246129,Dorota
Q1246381,Q1246381
Q1246821,Q1246821
Q1248332,Q1248332
Q1248704,Q1248704
Q1248963,Q1248963
Q1250142,Aziza
Q1250282,Fanny
Q1250729,Romi
Q1250739,Romula
Q1251339,Rozamunda
Q1251365,Q1251365
Q1251493,Q1251493
Q1251636,Rudolfina
Q1251660,Rufina
Q1252824,Ljuba
Q1253345,Siân
Q1255301,Leopoldine
Q1263767,Marie-Theres
Q1265844,Dunja
Q1267367,Gwyneth
Q1267626,Richhilde
Q1269265,Dysis
Q1269392,Dyveke
Q1269797,Ivy
Q1271192,Mégane
Q1275973,Nursel
Q1276776,Freya
Q1281992,Wendelgard
Q1282771,Gayla
Q1283260,Edelgard
Q1284506,Edie
Q1284628,Hannele
Q1285641,Talea
Q1286462,Maresa
Q1289255,Q1289255
Q1290215,Evegret
Q1291472,Stephanie
Q1292195,Q1292195
Q1292219,Sugár
Q1293809,Tonya
Q1293871,Szaffi
Q1953293,Munira
Q1953859,Chieko
Q1956729,Myra
Q1958428,Madelief
Q1960350,Dymfna
Q1961700,Antonina
Q1963437,Nafissatou
Q1963664,Nahed
Q1964079,Nalini
Q1966810,Nathanja
Q1969078,Pascalle
Q1971074,Samira
Q1972256,Fien
Q1973797,Ángela
Q1973890,Neda
Q1974351,Hine
Q1977972,Nerija
Q1978000,Neringa
Q1978249,Nesrin
Q1984440,Nhi
Q1984493,Nia
Q1985825,Aisling
Q1987469,Amarant
Q1991900,Nikoleta
Q1993601,Donna
Q2003902,Noelle
Q2007923,Daphne
Q2014474,Odette
Q2014517,Odilia
Q2016206,Ognjena
Q2017539,Oksana
Q2017939,Paloma
Q2019566,Olfa
Q2021380,Olympe
Q2021381,Olwen
Q2021412,Olympia
Q2023693,Ona
Q2028062,Lei
Q2030848,Orinta
Q2032081,Ortrud
Q2035993,Evelien
Q2038136,Pieternel
Q2041708,Oumou
Q2053349,Marijke
Q2054021,Matilda
Q2066617,Salma
Q2070884,Perihan
Q2072286,Hervor
Q2073362,Sigyn
Q2079806,Noëlla
Q2081373,Sterre
Q2085715,Aretha
Q2087474,Xanthe
Q2087646,Christine
Q2088394,Chandi
Q2090092,Betty
Q2094386,Mayke
Q2096511,Pippa
Q2096839,Piroschka
Q2096893,Signe
Q2102316,Nancy
Q2103120,Anneloes
Q2111323,Priya
Q2119901,Loredana
Q2120316,Päivi
Q2130276,Ramona
Q2130696,Randi
Q2138721,Regula
Q2139417,Linde
Q2143230,Renae
Q2143892,Renée
Q2148460,Ria
Q2152984,Rike
Q2153194,Rimantė
Q2162995,Manon
Q2165982,Ronja
Q2168891,Rotraud
Q2171649,Aafke
Q2174318,Rudolfine
Q2204295,Rūta
Q2209073,Nienke
Q2213931,Ronit
Q2214392,Salima
Q2218095,Catherine
Q2221535,Sanem
Q2235472,Ellen
Q2242896,Ebba
Q2264786,Marie Josephine
Q2271606,Sepideh
Q2272188,Khatun
Q2273898,Serpil
Q2274640,Setareh
Q2274672,Seteney
Q2275100,Seval
Q2275674,Eugenija
Q2277072,Belle
Q2277163,Shari
Q2277569,Shawna
Q2277815,Shelagh
Q2279684,Shobha
Q1645589,Jenette
Q1648759,Rotraut
Q1652291,Hülya
Q1653948,Marisa
Q1655445,Serap
Q1655699,Yara
Q1659872,Imke
Q1663436,Ingrida
Q1663671,Inken
Q1664351,Insa
Q1666203,Maren
Q1666942,Mitsuko
Q1668228,Philine
Q1668395,Smilla
Q1670074,Tina
Q1672028,Iona
Q1673419,Pierret
Q1673670,Isadora
Q1674560,Izolda
Q1675015,Itakayt
Q1675491,Iva
Q1675496,Ivalu
Q1675729,Iveta
Q1675814,Ivona
Q1675877,Iwajla
Q1677509,Maryse
Q1678199,Jadranka
Q1679597,Jakobäa
Q1680338,Sibel
Q1682307,Nisa
Q1682564,Jane
Q1683888,Kadriye
Q1684993,Queenie
Q1686048,Jeannette
Q1686058,Jeannie
Q1689259,Jimena
Q1689666,Jitka
Q1695536,Sinje
Q1696699,Yanti
Q1703982,Jorina
Q1703983,Jorinde
Q1705088,Julienne
Q1708601,Wiltrud
Q1710139,Jussara
Q1710928,Sinikka
Q1710994,Judita
Q1711391,Sini
Q1711631,Jule
Q1712302,Julija
Q1712326,Julika
Q1713850,Jurga
Q1713861,Jurgita
Q1714536,Gwendolyn
Q1714752,Jytte
Q1715070,Jónína
Q1716858,Jülide
Q1717988,Jūratė
Q1722722,Kaltrina
Q1724634,Moe
Q1726539,Kamilla
Q1726731,Alissa
Q1729633,Karja
Q1734206,Karolina
Q1735678,Kate
Q1736622,Katja
Q1737333,Rikke
Q1737555,Kazuko
Q1741213,Kikuko
Q1746523,May
Q1747696,Mia
Q1749410,Nelly
Q1752403,Natacha
Q1752733,Alexa
Q1757257,Mena
Q1759001,Milena
Q1760268,Ylva
Q1767450,Violette
Q1770143,Stina
Q1770991,Uta
Q1771893,Nijolė
Q1772342,Siri
Q1773201,Sunniva
Q1774689,Narelle
Q1776470,Margery
Q1778096,Vaidevutė
Q1781181,Ingvild
Q1781876,Maud
Q1783814,Tailtiu
Q1785417,Kotryna
Q1788650,Sigrun
Q1790768,Ksenija
Q1792580,Åshild
Q1794155,Grete
Q1795077,Kylie
Q1795511,Käthe
Q1796041,Gun
Q1796474,Mechthild
Q1796827,Kübra
Q1798473,Jill
Q1799002,Þuríður
Q1098935,Q1098935
